Salary_Rank,uid,Player,First_Name,Last_Name,Player_Position,Abrv,Team,Salary
669.0,Justin HoustonLB,Justin Houston,Justin,Houston,LB,IND,Indianapolis Colts,1000000
669.0,Maurkice PounceyC,Maurkice Pouncey,Maurkice,Pouncey,C,PIT,Pittsburgh Steelers,1000000
669.0,Ray-Ray ArmstrongLB,Ray-Ray Armstrong,Ray-Ray,Armstrong,LB,2TM,,1000000
669.0,Brandin CooksWR,Brandin Cooks,Brandin,Cooks,WR,LAR,Los Angeles Rams,1000000
669.0,Stephon GilmoreCB,Stephon Gilmore,Stephon,Gilmore,CB,NE,New England Patriots,1000000
669.0,Landon CollinsSS,Landon Collins,Landon,Collins,SS,WAS,Washington Redskins,1000000
669.0,Quincy EnunwaWR,Quincy Enunwa,Quincy,Enunwa,WR,NYJ,New York Jets,1000000
669.0,Malcom BrownDT,Malcom Brown,Malcom,Brown,DT,NO,New Orleans Saints,1000000
669.0,Aaron LynchDE,Aaron Lynch,Aaron,Lynch,DE,CHI,Chicago Bears,1000000
669.0,Tyler EifertTE,Tyler Eifert,Tyler,Eifert,TE,CIN,Cincinnati Bengals,1000000
669.0,Shaquil BarrettOLB,Shaquil Barrett,Shaquil,Barrett,OLB,TB,Tampa Bay Buccaneers,1000000
669.0,Jordan MatthewsWR,Jordan Matthews,Jordan,Matthews,WR,2TM,,1000000
669.0,Joe LooneyG,Joe Looney,Joe,Looney,G,DAL,Dallas Cowboys,1000000
669.0,Mark BarronLB,Mark Barron,Mark,Barron,LB,PIT,Pittsburgh Steelers,1000000
669.0,Brian PooleS,Brian Poole,Brian,Poole,S,NYJ,New York Jets,1000000
669.0,Darryl RobertsCB,Darryl Roberts,Darryl,Roberts,CB,NYJ,New York Jets,1000000
669.0,Robert GriffinQB,Robert Griffin,Robert,Griffin,QB,BAL,Baltimore Ravens,1000000
669.0,Brandon GrahamDE,Brandon Graham,Brandon,Graham,DE,PHI,Philadelphia Eagles,1000000
669.0,Nick O'LearyTE,Nick O'Leary,Nick,O'Leary,TE,2TM,,1000000
669.0,Zach BrownOLB,Zach Brown,Zach,Brown,OLB,PHI,Philadelphia Eagles,1000000
669.0,Josh LamboK,Josh Lambo,Josh,Lambo,K,JAX,Jacksonville Jaguars,1000000
669.0,Morgan CoxC,Morgan Cox,Morgan,Cox,C,BAL,Baltimore Ravens,1000000
669.0,Denzelle GoodOT,Denzelle Good,Denzelle,Good,OT,LV,Las Vegas Raiders,1000000
669.0,Brandon BoldenRB,Brandon Bolden,Brandon,Bolden,RB,NE,New England Patriots,1000000
669.0,Za'Darius SmithDE,Za'Darius Smith,Za'Darius,Smith,DE,GB,Green Bay Packers,1000000
669.0,Tavon WilsonFS,Tavon Wilson,Tavon,Wilson,FS,DET,Detroit Lions,1000000
669.0,Nevin LawsonCB,Nevin Lawson,Nevin,Lawson,CB,LV,Las Vegas Raiders,1000000
669.0,Johnathan HankinsDT,Johnathan Hankins,Johnathan,Hankins,DT,LV,Las Vegas Raiders,1000000
740.0,Cyrus JonesCB,Cyrus Jones,Cyrus,Jones,CB,BAL,Baltimore Ravens,996000
741.0,Vonn BellSS,Vonn Bell,Vonn,Bell,SS,NO,New Orleans Saints,991677
742.0,Quincy WilsonCB,Quincy Wilson,Quincy,Wilson,CB,IND,Indianapolis Colts,989207
743.0,D.J. MooreWR,D.J. Moore,D.J.,Moore,WR,CAR,Carolina Panthers,987787
744.0,Adam GotsisDT,Adam Gotsis,Adam,Gotsis,DT,DEN,Denver Broncos,986987
745.0,Hayden HurstTE,Hayden Hurst,Hayden,Hurst,TE,BAL,Baltimore Ravens,981638
746.0,Tyler BoydWR,Tyler Boyd,Tyler,Boyd,WR,CIN,Cincinnati Bengals,980769
747.0,Calvin RidleyWR,Calvin Ridley,Calvin,Ridley,WR,ATL,Atlanta Falcons,975487
748.0,Austin ReiterC,Austin Reiter,Austin,Reiter,C,KC,Kansas City Chiefs,975000
748.0,Markus GoldenOLB,Markus Golden,Markus,Golden,OLB,NYG,New York Giants,975000
748.0,Russell ShepardWR,Russell Shepard,Russell,Shepard,WR,NYG,New York Giants,975000
748.0,Spencer PulleyC,Spencer Pulley,Spencer,Pulley,C,NYG,New York Giants,975000
752.0,Tyus BowserOLB,Tyus Bowser,Tyus,Bowser,OLB,BAL,Baltimore Ravens,971874
753.0,Rashaad PennyRB,Rashaad Penny,Rashaad,Penny,RB,SEA,Seattle Seahawks,969338
754.0,Terrell EdmundsS,Terrell Edmunds,Terrell,Edmunds,S,PIT,Pittsburgh Steelers,966263
755.0,Joe MixonRB,Joe Mixon,Joe,Mixon,RB,CIN,Cincinnati Bengals,960470
756.0,Ryan AndersonOLB,Ryan Anderson,Ryan,Anderson,OLB,WAS,Washington Redskins,949066
757.0,Taven BryanDT,Taven Bryan,Taven,Bryan,DT,JAX,Jacksonville Jaguars,941589
758.0,James BradberryCB,James Bradberry,James,Bradberry,CB,CAR,Carolina Panthers,940114
759.0,Mario EdwardsDE,Mario Edwards,Mario,Edwards,DE,NO,New Orleans Saints,935000
760.0,Pernell McPheeDL,Pernell McPhee,Pernell,McPhee,DL,BAL,Baltimore Ravens,930000
760.0,Aaron BrewerLS,Aaron Brewer,Aaron,Brewer,LS,ARI,Arizona Cardinals,930000
760.0,Nick BelloreLB,Nick Bellore,Nick,Bellore,LB,SEA,Seattle Seahawks,930000
760.0,J'Marcus WebbT,J'Marcus Webb,J'Marcus,Webb,T,MIA,Miami Dolphins,930000
760.0,Kyle LoveDT,Kyle Love,Kyle,Love,DT,CAR,Carolina Panthers,930000
760.0,John JerryG,John Jerry,John,Jerry,G,CIN,Cincinnati Bengals,930000
760.0,Lance KendricksTE,Lance Kendricks,Lance,Kendricks,TE,LAC,Los Angeles Chargers,930000
760.0,Jon WeeksC,Jon Weeks,Jon,Weeks,C,HOU,Houston Texans,930000
760.0,Ted LarsenC,Ted Larsen,Ted,Larsen,C,CHI,Chicago Bears,930000
760.0,Terrell McClainDL,Terrell McClain,Terrell,McClain,DL,2TM,,930000
760.0,Chris ClarkT,Chris Clark,Chris,Clark,T,HOU,Houston Texans,930000
760.0,Jason KelceC,Jason Kelce,Jason,Kelce,C,PHI,Philadelphia Eagles,930000
760.0,Dwayne HarrisWR,Dwayne Harris,Dwayne,Harris,WR,LV,Las Vegas Raiders,930000
760.0,Anthony ShermanRB,Anthony Sherman,Anthony,Sherman,RB,KC,Kansas City Chiefs,930000
760.0,Marcus SherelsDB,Marcus Sherels,Marcus,Sherels,DB,2TM,,930000
760.0,Colin JonesDB,Colin Jones,Colin,Jones,DB,CAR,Carolina Panthers,930000
760.0,Andrew SendejoDB,Andrew Sendejo,Andrew,Sendejo,DB,2TM,,930000
760.0,Josh HarrisLS,Josh Harris,Josh,Harris,LS,ATL,Atlanta Falcons,930000
760.0,Alfred MorrisRB,Alfred Morris,Alfred,Morris,RB,ARI,Arizona Cardinals,930000
760.0,Kurt ColemanLB,Kurt Coleman,Kurt,Coleman,LB,BUF,Buffalo Bills,930000
760.0,Nigel BradhamOLB,Nigel Bradham,Nigel,Bradham,OLB,PHI,Philadelphia Eagles,930000
760.0,Taiwan JonesRB,Taiwan Jones,Taiwan,Jones,RB,HOU,Houston Texans,930000
760.0,Bryan AngerP,Bryan Anger,Bryan,Anger,P,HOU,Houston Texans,930000
760.0,Corey LiugetDT,Corey Liuget,Corey,Liuget,DT,2TM,,930000
760.0,Josh BellamyWR,Josh Bellamy,Josh,Bellamy,WR,NYJ,New York Jets,930000
760.0,Adrian ClaybornDL,Adrian Clayborn,Adrian,Clayborn,DL,ATL,Atlanta Falcons,930000
760.0,Sam AchoOLB,Sam Acho,Sam,Acho,OLB,TB,Tampa Bay Buccaneers,930000
760.0,Bilal PowellRB,Bilal Powell,Bilal,Powell,RB,NYJ,New York Jets,930000
760.0,Darian StewartDB,Darian Stewart,Darian,Stewart,DB,TB,Tampa Bay Buccaneers,930000
760.0,Jake McQuaideLS,Jake McQuaide,Jake,McQuaide,LS,LAR,Los Angeles Rams,930000
760.0,Nick SundbergC,Nick Sundberg,Nick,Sundberg,C,WAS,Washington Redskins,930000
760.0,Fletcher CoxDT,Fletcher Cox,Fletcher,Cox,DT,PHI,Philadelphia Eagles,930000
792.0,Mike HughesCB,Mike Hughes,Mike,Hughes,CB,MIN,Minnesota Vikings,928522
793.0,DeMarcus WalkerDE,DeMarcus Walker,DeMarcus,Walker,DE,DEN,Denver Broncos,926260
794.0,Cody LatimerWR,Cody Latimer,Cody,Latimer,WR,NYG,New York Giants,925000
795.0,Sony MichelRB,Sony Michel,Sony,Michel,RB,NE,New England Patriots,917577
796.0,Lamar JacksonQB,Lamar Jackson,Lamar,Jackson,QB,BAL,Baltimore Ravens,910529
797.0,Foster MoreauTE,Foster Moreau,Foster,Moreau,TE,LV,Las Vegas Raiders,910000
798.0,Ryan AllenP,Ryan Allen,Ryan,Allen,P,ATL,Atlanta Falcons,900000
798.0,Shamar StephenDT,Shamar Stephen,Shamar,Stephen,DT,MIN,Minnesota Vikings,900000
798.0,Bobby HartOG,Bobby Hart,Bobby,Hart,OG,CIN,Cincinnati Bengals,900000
798.0,Preston BrownILB,Preston Brown,Preston,Brown,ILB,2TM,,900000
798.0,Josh MauroDE,Josh Mauro,Josh,Mauro,DE,LV,Las Vegas Raiders,900000
798.0,John SimonDE,John Simon,John,Simon,DE,NE,New England Patriots,900000
798.0,Tyler LarsenC,Tyler Larsen,Tyler,Larsen,C,CAR,Carolina Panthers,900000
798.0,Jamie CollinsOLB,Jamie Collins,Jamie,Collins,OLB,NE,New England Patriots,900000
798.0,Christopher MiltonCB,Christopher Milton,Christopher,Milton,CB,TEN,Tennessee Titans,900000
798.0,Darren FellsTE,Darren Fells,Darren,Fells,TE,HOU,Houston Texans,900000
798.0,Kerry WynnDE,Kerry Wynn,Kerry,Wynn,DE,CIN,Cincinnati Bengals,900000
798.0,John MillerOG,John Miller,John,Miller,OG,CIN,Cincinnati Bengals,900000
810.0,Raekwon McMillanILB,Raekwon McMillan,Raekwon,McMillan,ILB,MIA,Miami Dolphins,892049
811.0,Dalvin TomlinsonDT,Dalvin Tomlinson,Dalvin,Tomlinson,DT,NYG,New York Giants,880646
812.0,Zach CunninghamOLB,Zach Cunningham,Zach,Cunningham,OLB,HOU,Houston Texans,871522
813.0,Ethan PocicC,Ethan Pocic,Ethan,Pocic,C,SEA,Seattle Seahawks,865821
814.0,Chidobe AwuzieCB,Chidobe Awuzie,Chidobe,Awuzie,CB,DAL,Dallas Cowboys,854417
815.0,Neiko ThorpeDB,Neiko Thorpe,Neiko,Thorpe,DB,SEA,Seattle Seahawks,850000
815.0,Preston SmithDE,Preston Smith,Preston,Smith,DE,GB,Green Bay Packers,850000
815.0,Denzel PerrymanILB,Denzel Perryman,Denzel,Perryman,ILB,LAC,Los Angeles Chargers,850000
815.0,Maurice AlexanderSS,Maurice Alexander,Maurice,Alexander,SS,BUF,Buffalo Bills,850000
815.0,D.J. FlukerOT,D.J. Fluker,D.J.,Fluker,OT,SEA,Seattle Seahawks,850000
815.0,Cassius MarshDE,Cassius Marsh,Cassius,Marsh,DE,ARI,Arizona Cardinals,850000
815.0,Chris BanjoS,Chris Banjo,Chris,Banjo,S,ARI,Arizona Cardinals,850000
815.0,Josh HillTE,Josh Hill,Josh,Hill,TE,NO,New Orleans Saints,850000
815.0,Brent UrbanDE,Brent Urban,Brent,Urban,DE,2TM,,850000
815.0,David MayoILB,David Mayo,David,Mayo,ILB,NYG,New York Giants,850000
815.0,Zach LineFB,Zach Line,Zach,Line,FB,NO,New Orleans Saints,850000
815.0,Tyrann MathieuCB,Tyrann Mathieu,Tyrann,Mathieu,CB,KC,Kansas City Chiefs,850000
815.0,P.J. WilliamsCB,P.J. Williams,P.J.,Williams,CB,NO,New Orleans Saints,850000
815.0,Wil LutzK,Wil Lutz,Wil,Lutz,K,NO,New Orleans Saints,850000
829.0,Josh JonesS,Josh Jones,Josh,Jones,S,DAL,Dallas Cowboys,849856
830.0,JuJu Smith-SchusterWR,JuJu Smith-Schuster,JuJu,Smith-Schuster,WR,PIT,Pittsburgh Steelers,846434
831.0,Dion DawkinsOG,Dion Dawkins,Dion,Dawkins,OG,BUF,Buffalo Bills,845294
832.0,Taylor MotonOT,Taylor Moton,Taylor,Moton,OT,CAR,Carolina Panthers,843014
833.0,Tanoh KpassagnonDE,Tanoh Kpassagnon,Tanoh,Kpassagnon,DE,KC,Kansas City Chiefs,832838
834.0,Olsen PierreDT,Olsen Pierre,Olsen,Pierre,DT,NYG,New York Giants,825000
834.0,Chris HoganWR,Chris Hogan,Chris,Hogan,WR,CAR,Carolina Panthers,825000
836.0,Maxx CrosbyEDGE,Maxx Crosby,Maxx,Crosby,EDGE,LV,Las Vegas Raiders,822500
837.0,Austin CorbettC,Austin Corbett,Austin,Corbett,C,2TM,,821745
838.0,Larry OgunjobiDT,Larry Ogunjobi,Larry,Ogunjobi,DT,CLE,Cleveland Browns,820200
839.0,Jonathan BullardDE,Jonathan Bullard,Jonathan,Bullard,DE,ARI,Arizona Cardinals,820000
839.0,James WinchesterLS,James Winchester,James,Winchester,LS,KC,Kansas City Chiefs,820000
841.0,Will HernandezOG,Will Hernandez,Will,Hernandez,OG,NYG,New York Giants,818670
842.0,Nick ChubbRB,Nick Chubb,Nick,Chubb,RB,CLE,Cleveland Browns,815595
843.0,Ahkello WitherspoonCB,Ahkello Witherspoon,Ahkello,Witherspoon,CB,SF,San Francisco 49ers,815375
844.0,Dawuane SmootDE,Dawuane Smoot,Dawuane,Smoot,DE,JAX,Jacksonville Jaguars,812500
844.0,Justice HillRB,Justice Hill,Justice,Hill,RB,BAL,Baltimore Ravens,812500
844.0,Dru SamiaOL,Dru Samia,Dru,Samia,OL,MIN,Minnesota Vikings,812500
847.0,Cooper KuppWR,Cooper Kupp,Cooper,Kupp,WR,LAR,Los Angeles Rams,811000
848.0,Pat ElfleinC,Pat Elflein,Pat,Elflein,C,MIN,Minnesota Vikings,809500
849.0,Darius LeonardLB,Darius Leonard,Darius,Leonard,LB,IND,Indianapolis Colts,809446
850.0,Alvin KamaraRB,Alvin Kamara,Alvin,Kamara,RB,NO,New Orleans Saints,807500
851.0,Braden SmithOG,Braden Smith,Braden,Smith,OG,IND,Indianapolis Colts,806986
852.0,Anthony ChickilloDE,Anthony Chickillo,Anthony,Chickillo,DE,PIT,Pittsburgh Steelers,806000
853.0,Damontre MooreDE,Damontre Moore,Damontre,Moore,DE,SF,San Francisco 49ers,805000
853.0,Stephone AnthonyILB,Stephone Anthony,Stephone,Anthony,ILB,NO,New Orleans Saints,805000
853.0,Jaylen WatkinsCB,Jaylen Watkins,Jaylen,Watkins,CB,LAC,Los Angeles Chargers,805000
853.0,Jesse JamesTE,Jesse James,Jesse,James,TE,DET,Detroit Lions,805000
853.0,Johnathan CyprienSS,Johnathan Cyprien,Johnathan,Cyprien,SS,2TM,,805000
853.0,Maxx WilliamsTE,Maxx Williams,Maxx,Williams,TE,ARI,Arizona Cardinals,805000
853.0,Scott SimonsonTE,Scott Simonson,Scott,Simonson,TE,NYG,New York Giants,805000
853.0,T.Y. McGillDT,T.Y. McGill,T.Y.,McGill,DT,LAC,Los Angeles Chargers,805000
853.0,Ramik WilsonILB,Ramik Wilson,Ramik,Wilson,ILB,ARI,Arizona Cardinals,805000
853.0,Nate OrchardOLB,Nate Orchard,Nate,Orchard,OLB,WAS,Washington Redskins,805000
853.0,Kevin MinterILB,Kevin Minter,Kevin,Minter,ILB,TB,Tampa Bay Buccaneers,805000
853.0,Greg Van RotenG,Greg Van Roten,Greg,Van Roten,G,CAR,Carolina Panthers,805000
853.0,Bradley PinionP,Bradley Pinion,Bradley,Pinion,P,TB,Tampa Bay Buccaneers,805000
853.0,Andrew DonnalOT,Andrew Donnal,Andrew,Donnal,OT,MIA,Miami Dolphins,805000
853.0,Jordan DeveyT,Jordan Devey,Jordan,Devey,T,LV,Las Vegas Raiders,805000
853.0,Paul WorrilowLB,Paul Worrilow,Paul,Worrilow,LB,NYJ,New York Jets,805000
853.0,Josh WellsT,Josh Wells,Josh,Wells,T,TB,Tampa Bay Buccaneers,805000
853.0,Rod SmithRB,Rod Smith,Rod,Smith,RB,2TM,,805000
853.0,Bryce HagerILB,Bryce Hager,Bryce,Hager,ILB,LAR,Los Angeles Rams,805000
853.0,Patrick OmamehG,Patrick Omameh,Patrick,Omameh,G,NO,New Orleans Saints,805000
853.0,JJ NelsonWR,JJ Nelson,JJ,Nelson,WR,LV,Las Vegas Raiders,805000
853.0,Jeremiah AttaochuOLB,Jeremiah Attaochu,Jeremiah,Attaochu,OLB,DEN,Denver Broncos,805000
853.0,Jamar TaylorCB,Jamar Taylor,Jamar,Taylor,CB,2TM,,805000
853.0,Alex OkaforDE,Alex Okafor,Alex,Okafor,DE,KC,Kansas City Chiefs,805000
853.0,LaRoy ReynoldsLB,LaRoy Reynolds,LaRoy,Reynolds,LB,CIN,Cincinnati Bengals,805000
853.0,Tyeler DavisonDT,Tyeler Davison,Tyeler,Davison,DT,ATL,Atlanta Falcons,805000
853.0,Ben GarlandDL,Ben Garland,Ben,Garland,DL,SF,San Francisco 49ers,805000
853.0,Cairo SantosK,Cairo Santos,Cairo,Santos,K,TEN,Tennessee Titans,805000
853.0,Najee GoodeILB,Najee Goode,Najee,Goode,ILB,JAX,Jacksonville Jaguars,805000
853.0,Dontae JohnsonFS,Dontae Johnson,Dontae,Johnson,FS,2TM,,805000
853.0,Corey NelsonOLB,Corey Nelson,Corey,Nelson,OLB,DEN,Denver Broncos,805000
853.0,Daniel BrownTE,Daniel Brown,Daniel,Brown,TE,NYJ,New York Jets,805000
853.0,Luke WillsonTE,Luke Willson,Luke,Willson,TE,SEA,Seattle Seahawks,805000
853.0,Jahleel AddaeS,Jahleel Addae,Jahleel,Addae,S,HOU,Houston Texans,805000
853.0,Brynden TrawickS,Brynden Trawick,Brynden,Trawick,S,BAL,Baltimore Ravens,805000
853.0,Bennie FowlerWR,Bennie Fowler,Bennie,Fowler,WR,NYG,New York Giants,805000
853.0,Kevin Pierre-LouisOLB,Kevin Pierre-Louis,Kevin,Pierre-Louis,OLB,CHI,Chicago Bears,805000
853.0,Kenjon BarnerRB,Kenjon Barner,Kenjon,Barner,RB,ATL,Atlanta Falcons,805000
853.0,Rakeem Nunez-RochesDT,Rakeem Nunez-Roches,Rakeem,Nunez-Roches,DT,TB,Tampa Bay Buccaneers,805000
853.0,Charley HughlettLS,Charley Hughlett,Charley,Hughlett,LS,CLE,Cleveland Browns,805000
853.0,Chris ConleyWR,Chris Conley,Chris,Conley,WR,JAX,Jacksonville Jaguars,805000
853.0,Antone ExumCB,Antone Exum,Antone,Exum,CB,SF,San Francisco 49ers,805000
853.0,Logan ThomasQB/TE,Logan Thomas,Logan,Thomas,QB/TE,DET,Detroit Lions,805000
853.0,Geremy DavisWR,Geremy Davis,Geremy,Davis,WR,LAC,Los Angeles Chargers,805000
853.0,Frank ClarkDE,Frank Clark,Frank,Clark,DE,KC,Kansas City Chiefs,805000
853.0,Nathan StuparOLB,Nathan Stupar,Nathan,Stupar,OLB,NYG,New York Giants,805000
853.0,Xavier Su'a-FiloOG,Xavier Su'a-Filo,Xavier,Su'a-Filo,OG,DAL,Dallas Cowboys,805000
853.0,Ryan GrantWR,Ryan Grant,Ryan,Grant,WR,LV,Las Vegas Raiders,805000
853.0,Justin ColemanCB,Justin Coleman,Justin,Coleman,CB,DET,Detroit Lions,805000
853.0,Dakota DozierOT,Dakota Dozier,Dakota,Dozier,OT,MIN,Minnesota Vikings,805000
853.0,Kayvon WebsterCB,Kayvon Webster,Kayvon,Webster,CB,WAS,Washington Redskins,805000
853.0,A.Q. ShipleyC,A.Q. Shipley,A.Q.,Shipley,C,ARI,Arizona Cardinals,805000
853.0,Tyler ShatleyOG,Tyler Shatley,Tyler,Shatley,OG,JAX,Jacksonville Jaguars,805000
853.0,Albert McClellanDE,Albert McClellan,Albert,McClellan,DE,NYJ,New York Jets,805000
853.0,Terrence BrooksFS,Terrence Brooks,Terrence,Brooks,FS,NE,New England Patriots,805000
853.0,Trey FlowersDE,Trey Flowers,Trey,Flowers,DE,DET,Detroit Lions,805000
853.0,Cornelius LucasT,Cornelius Lucas,Cornelius,Lucas,T,CHI,Chicago Bears,805000
853.0,Nick WilliamsDT,Nick Williams,Nick,Williams,DT,CHI,Chicago Bears,805000
853.0,Bashaud BreelandCB,Bashaud Breeland,Bashaud,Breeland,CB,KC,Kansas City Chiefs,805000
